Біграма,Частота з перетином
зы,0.00038738461949479704
ео,0.00038441615497759554
бн,0.00038144769046039403
нк,0.0003799634582017933
лн,0.0003799634582017933
нс,0.00037699499368459177
сю,0.0003740265291673902
яв,0.0003710580646501887
кв,0.0003680896001329872
оо,0.0003651211356157857
чь,0.0003636369033571849
ащ,0.0003606684388399834
кс,0.00035324727754697965
зр,0.00035324727754697965
зл,0.0003517630452883789
рж,0.0003517630452883789
ею,0.0003458261162539759
ощ,0.00033988918721957286
уз,0.00033395225818516985
фа,0.0003324680259265691
ип,0.0003324680259265691
уй,0.0003324680259265691
дк,0.0003294995614093676
рш,0.00032801532915076683
пы,0.0003265310968921661
вт,0.00032356263237496457
ея,0.00032356263237496457
юс,0.0003220784001163638
ио,0.0003191099355991623
лч,0.00031762570334056156
иж,0.0003161414710819608
йл,0.00031465723882336005
ню,0.00031465723882336005
ыр,0.0003057518452717555
сд,0.0003057518452717555
яз,0.000302783380754554
рю,0.00030129914849595326
сы,0.00029833068397875175
тл,0.00029833068397875175
шу,0.000296846451720151
рк,0.000296846451720151
бс,0.0002938779872029495
цо,0.0002894252904271472
вч,0.0002894252904271472
нч,0.0002849725936513449
зм,0.0002849725936513449
хв,0.00028348836139274416
уе,0.00028348836139274416
вя,0.00028051989687554265
йч,0.0002790356646169419
йш,0.0002790356646169419
сх,0.00027755143235834115
цу,0.00027458296784113964
ге,0.0002701302710653374
оф,0.00026419334203093436
шо,0.00026419334203093436
зе,0.00026122487751373285
ыч,0.0002597406452551321
як,0.0002597406452551321
ын,0.0002567721807379306
ъя,0.0002538037162207291
бщ,0.0002463825549277253
мт,0.0002463825549277253
ющ,0.00024489832266912456
ыд,0.0002374771613761208
цы,0.0002374771613761208
ях,0.0002374771613761208
ср,0.00023599292911752004
еу,0.00023450869685891928
вь,0.00023154023234171777
хн,0.00023154023234171777
яч,0.00023154023234171777
пь,0.00023005600008311702
рг,0.00023005600008311702
ык,0.00022411907104871398
щу,0.00022411907104871398
ыб,0.00022411907104871398
ьз,0.00022115060653151247
ху,0.00021966637427291172
нц,0.00021818214201431096
чш,0.0002107609807213072
хл,0.00020927674846270644
йк,0.00020333981942830342
бк,0.00020333981942830342
лг,0.00019888712265250116
бъ,0.0001974028903939004
ьг,0.0001944344258766989
ищ,0.00019295019361809814
ьх,0.00018998172910089664
ьи,0.00018256056780789284
ящ,0.00017959210329069133
ци,0.00017810787103209058
лт,0.00017662363877348982
аи,0.00017662363877348982
зб,0.00017365517425628832
рс,0.00017365517425628832
зк,0.00016623401296328455
рб,0.00016623401296328455
ыг,0.0001647497807046838
вк,0.00016326554844608304
ып,0.00016029708392888153
еи,0.00016029708392888153
фу,0.00016029708392888153
фь,0.00015881285167028078
мс,0.00015881285167028078
фо,0.00015584438715307927
вм,0.00015584438715307927
зь,0.00015584438715307927
рп,0.00015584438715307927
жк,0.000151391690377277
яж,0.0001484232258600755
юч,0.00014693899360147475
пн,0.0001439705290842732
яю,0.0001380336000498702
мл,0.00013654936779126944
яй,0.0001350651355326687
оу,0.0001350651355326687
сб,0.00013358090327406793
чр,0.00013061243875686643
яр,0.00013061243875686643
ьч,0.00013061243875686643
яя,0.00012912820649826567
тд,0.00012764397423966492
оц,0.00012615974198106416
нщ,0.00012615974198106416
дп,0.00012319127746386266
тт,0.00012319127746386266
тю,0.00012022281294666115
мг,0.0001187385806880604
чо,0.0001187385806880604
хр,0.0001187385806880604
яе,0.0001187385806880604
мь,0.0001187385806880604
фр,0.00011577011617085889
пк,0.00011428588391225812
мк,0.00011131741939505661
сш,0.00010983318713645586
ьб,0.00010983318713645586
рч,0.00010983318713645586
иа,0.0001083489548778551
дм,0.00010686472261925435
яц,0.0001053804903606536
пт,0.0001053804903606536
тп,0.0001053804903606536
мр,0.00010389625810205284
дш,0.00010092779358485133
хм,0.00010092779358485133
рл,9.944356132625058e-05
ау,9.647509680904907e-05
ьц,9.647509680904907e-05
яг,9.499086455044832e-05
юш,9.350663229184755e-05
тц,9.20224000332468e-05
лп,9.20224000332468e-05
рх,9.053816777464604e-05
сё,8.905393551604529e-05
яп,8.905393551604529e-05
вх,8.905393551604529e-05
юр,8.608547099884378e-05
уя,8.460123874024303e-05
нр,8.311700648164227e-05
дч,8.163277422304152e-05
бь,8.014854196444077e-05
хт,7.718007744723926e-05
рз,7.718007744723926e-05
сц,7.718007744723926e-05
аф,7.718007744723926e-05
юм,7.421161293003775e-05
жь,7.421161293003775e-05
мч,7.421161293003775e-05
гк,7.272738067143698e-05
бв,7.272738067143698e-05
щн,7.272738067143698e-05
лл,7.124314841283623e-05
фе,7.124314841283623e-05
ыз,7.124314841283623e-05
зж,6.975891615423547e-05
бх,6.975891615423547e-05
дх,6.827468389563472e-05
йм,6.679045163703397e-05
мп,6.679045163703397e-05
эх,6.530621937843321e-05
шт,6.382198711983246e-05
юн,6.382198711983246e-05
бм,6.382198711983246e-05
эк,6.23377548612317e-05
ац,6.23377548612317e-05
ьв,6.085352260263095e-05
гм,5.93692903440302e-05
дд,5.93692903440302e-05
зъ,5.7885058085429443e-05
щь,5.7885058085429443e-05
ао,5.640082582682868e-05
юю,5.491659356822793e-05
кх,5.194812905102642e-05
нф,5.194812905102642e-05
гч,5.194812905102642e-05
пп,5.046389679242567e-05
аа,4.897966453382491e-05
зз,4.897966453382491e-05
ъе,4.749543227522416e-05
йц,4.60112000166234e-05
ьо,4.60112000166234e-05
пс,4.4526967758022645e-05
вв,4.4526967758022645e-05
сг,4.4526967758022645e-05
уа,4.304273549942189e-05
ьщ,4.155850324082114e-05
дб,4.155850324082114e-05
нг,4.007427098222038e-05
тм,4.007427098222038e-05
цв,4.007427098222038e-05
ьд,4.007427098222038e-05
лб,3.859003872361963e-05
мм,3.859003872361963e-05
хс,3.859003872361963e-05
тщ,3.859003872361963e-05
яо,3.859003872361963e-05
яи,3.7105806465018875e-05
уо,3.5621574206418114e-05
сж,3.5621574206418114e-05
эн,3.5621574206418114e-05
жб,3.5621574206418114e-05
гс,3.413734194781736e-05
ыж,3.413734194781736e-05
фы,3.2653109689216607e-05
лд,3.2653109689216607e-05
рр,3.2653109689216607e-05
дж,2.96846451720151e-05
бд,2.96846451720151e-05
лв,2.96846451720151e-05
пч,2.96846451720151e-05
бч,2.96846451720151e-05
йб,2.96846451720151e-05
жл,2.820041291341434e-05
зч,2.820041291341434e-05
ьр,2.820041291341434e-05
йо,2.6716180654813587e-05
цк,2.6716180654813587e-05
жо,2.5231948396212834e-05
рц,2.5231948396212834e-05
вц,2.374771613761208e-05
вг,2.2263483879011322e-05
нв,2.2263483879011322e-05
хш,2.2263483879011322e-05
ьф,2.077925162041057e-05
мб,2.077925162041057e-05
дз,2.077925162041057e-05
юк,2.077925162041057e-05
иф,2.077925162041057e-05
зп,2.077925162041057e-05
уф,2.077925162041057e-05
тх,2.077925162041057e-05
съ,2.077925162041057e-05
тъ,1.9295019361809814e-05
рщ,1.9295019361809814e-05
чл,1.9295019361809814e-05
ээ,1.9295019361809814e-05
тз,1.9295019361809814e-05
эй,1.9295019361809814e-05
фт,1.9295019361809814e-05
зс,1.9295019361809814e-05
еа,1.9295019361809814e-05
нз,1.9295019361809814e-05
гт,1.7810787103209057e-05
кш,1.7810787103209057e-05
кк,1.7810787103209057e-05
шм,1.7810787103209057e-05
юо,1.6326554844608303e-05
яш,1.6326554844608303e-05
дю,1.6326554844608303e-05
уи,1.6326554844608303e-05
мф,1.6326554844608303e-05
фф,1.6326554844608303e-05
лм,1.6326554844608303e-05
жж,1.6326554844608303e-05
бш,1.6326554844608303e-05
тг,1.6326554844608303e-05
кз,1.6326554844608303e-05
сз,1.484232258600755e-05
тш,1.484232258600755e-05
тэ,1.484232258600755e-05
нб,1.484232258600755e-05
мц,1.3358090327406794e-05
еф,1.3358090327406794e-05
цт,1.3358090327406794e-05
пц,1.3358090327406794e-05
зт,1.3358090327406794e-05
зш,1.3358090327406794e-05
юж,1.3358090327406794e-05
эф,1.3358090327406794e-05
ьп,1.3358090327406794e-05
иу,1.3358090327406794e-05
хз,1.187385806880604e-05
яб,1.187385806880604e-05
оа,1.187385806880604e-05
фл,1.187385806880604e-05
дг,1.187385806880604e-05
бю,1.187385806880604e-05
тб,1.187385806880604e-05
пш,1.0389625810205284e-05
мд,1.0389625810205284e-05
жс,1.0389625810205284e-05
эс,1.0389625810205284e-05
ыщ,1.0389625810205284e-05
эд,1.0389625810205284e-05
гв,1.0389625810205284e-05
ыи,1.0389625810205284e-05
юл,1.0389625810205284e-05
йа,8.905393551604529e-06
мш,8.905393551604529e-06
лр,8.905393551604529e-06
юх,8.905393551604529e-06
шв,8.905393551604529e-06
юв,8.905393551604529e-06
юз,8.905393551604529e-06
эг,8.905393551604529e-06
км,7.421161293003775e-06
уц,7.421161293003775e-06
юп,7.421161293003775e-06
лз,7.421161293003775e-06
иэ,7.421161293003775e-06
эл,7.421161293003775e-06
аэ,7.421161293003775e-06
кц,7.421161293003775e-06
гж,7.421161293003775e-06
ыо,7.421161293003775e-06
нх,7.421161293003775e-06
эп,7.421161293003775e-06
йп,7.421161293003775e-06
жр,7.421161293003775e-06
юи,7.421161293003775e-06
жм,5.93692903440302e-06
кп,5.93692903440302e-06
кж,5.93692903440302e-06
цм,5.93692903440302e-06
бж,5.93692903440302e-06
нш,5.93692903440302e-06
жг,5.93692903440302e-06
йг,5.93692903440302e-06
сф,5.93692903440302e-06
бт,5.93692903440302e-06
фм,5.93692903440302e-06
въ,5.93692903440302e-06
мю,5.93692903440302e-06
мв,5.93692903440302e-06
жч,5.93692903440302e-06
эв,5.93692903440302e-06
кд,5.93692903440302e-06
яу,4.452696775802264e-06
ыя,4.452696775802264e-06
хп,4.452696775802264e-06
хк,4.452696775802264e-06
вй,4.452696775802264e-06
йр,4.452696775802264e-06
щр,4.452696775802264e-06
оэ,4.452696775802264e-06
йв,4.452696775802264e-06
чв,2.96846451720151e-06
нп,2.96846451720151e-06
юг,2.96846451720151e-06
уэ,2.96846451720151e-06
ьэ,2.96846451720151e-06
фк,2.96846451720151e-06
чс,2.96846451720151e-06
йи,2.96846451720151e-06
яэ,2.96846451720151e-06
йх,2.96846451720151e-06
ыа,2.96846451720151e-06
зю,2.96846451720151e-06
уу,2.96846451720151e-06
ён,2.96846451720151e-06
дё,2.96846451720151e-06
ьа,2.96846451720151e-06
нё,2.96846451720151e-06
ёр,2.96846451720151e-06
йф,2.96846451720151e-06
лэ,2.96846451720151e-06
фс,2.96846451720151e-06
лф,2.96846451720151e-06
дщ,2.96846451720151e-06
хэ,2.96846451720151e-06
ыу,2.96846451720151e-06
нм,2.96846451720151e-06
жт,2.96846451720151e-06
йз,2.96846451720151e-06
ьу,2.96846451720151e-06
мэ,2.96846451720151e-06
вб,2.96846451720151e-06
яа,2.96846451720151e-06
нж,2.96846451720151e-06
эм,2.96846451720151e-06
вэ,1.484232258600755e-06
йэ,1.484232258600755e-06
сщ,1.484232258600755e-06
гэ,1.484232258600755e-06
кч,1.484232258600755e-06
еэ,1.484232258600755e-06
фп,1.484232258600755e-06
ёс,1.484232258600755e-06
жц,1.484232258600755e-06
мх,1.484232258600755e-06
цн,1.484232258600755e-06
лц,1.484232258600755e-06
яф,1.484232258600755e-06
гш,1.484232258600755e-06
ьл,1.484232258600755e-06
кй,1.484232258600755e-06
юа,1.484232258600755e-06
кэ,1.484232258600755e-06
ёт,1.484232258600755e-06
аё,1.484232258600755e-06
гз,1.484232258600755e-06
фш,1.484232258600755e-06
йщ,1.484232258600755e-06
нл,1.484232258600755e-06
гг,1.484232258600755e-06
рй,1.484232258600755e-06
юй,1.484232258600755e-06
чм,1.484232258600755e-06
фч,1.484232258600755e-06
цп,1.484232258600755e-06
хд,1.484232258600755e-06
бц,1.484232258600755e-06
эр,1.484232258600755e-06
вю,1.484232258600755e-06
вщ,1.484232258600755e-06
бб,1.484232258600755e-06
нй,1.484232258600755e-06
лщ,1.484232258600755e-06
ыц,1.484232258600755e-06
чч,1.484232258600755e-06
