Біграма,Частота без перетину
ук,0.0011720826057246981
зв,0.0011602194214562296
мс,0.0011531015108951484
ещ,0.0011436109634803736
ыс,0.0011341204160655986
уб,0.0011293751423582113
ря,0.0011270025055045176
рь,0.0011032761369675803
аг,0.0011009035001138866
ша,0.0010937855895528053
яи,0.0010914129526991116
ры,0.001089040315845418
сс,0.0010866676789917243
кт,0.0010605686736010933
иц,0.001053450763040012
вп,0.0010510781261863183
лн,0.001046332852478931
мы,0.0010392149419178498
ьт,0.0010344696682104623
ай,0.0010297243945030748
мп,0.0010154885733809126
ье,0.0010083706628198315
зд,0.0010059980259661378
чн,0.001003625389112444
ых,0.000994134841697669
иг,0.0009846442942828943
йн,0.0009798990205755068
пу,0.0009751537468681193
аю,0.0009727811100144257
оу,0.0009727811100144257
би,0.000960917925745957
су,0.000960917925745957
ьо,0.0009585452888922633
ые,0.0009561726520385695
жн,0.0009466821046237947
па,0.0009419368309164073
пи,0.0009205830992331638
це,0.0009087199149646952
ех,0.000901602004403614
ву,0.0008826209095740643
бл,0.0008802482727203705
хи,0.000875502999012983
ую,0.0008494039936223521
яо,0.000842286083061271
кв,0.0008399134462075773
нс,0.0008375408093538835
йт,0.0008351681725001898
ьм,0.0008280502619391086
лю,0.0008280502619391086
жд,0.0008280502619391086
вз,0.0008233049882317212
рн,0.0008233049882317212
чу,0.0008209323513780275
ья,0.0008209323513780275
як,0.0008138144408169464
еу,0.0008090691671095589
ох,0.0008090691671095589
ьч,0.0008066965302558651
вр,0.0008043238934021715
иш,0.000799578619694784
мв,0.000799578619694784
кс,0.0007924607091337029
зу,0.0007900880722800091
бя,0.0007900880722800091
пл,0.0007877154354263154
кл,0.0007687343405967656
лв,0.0007639890668893782
шь,0.0007616164300356845
дл,0.0007616164300356845
вш,0.0007592437931819907
рт,0.0007497532457672159
ям,0.0007497532457672159
тк,0.0007473806089135221
тч,0.0007378900614987472
ын,0.0007355174246450535
йд,0.0007307721509376661
ба,0.0007189089666691975
лк,0.0007189089666691975
йп,0.0007117910561081163
лы,0.0007094184192544226
пя,0.0007094184192544226
лп,0.0007023005086933415
нт,0.0006999278718396477
уш,0.0006999278718396477
лч,0.0006999278718396477
ур,0.0006951825981322602
уи,0.0006856920507174853
вл,0.000680946777010098
гр,0.0006785741401564042
яч,0.0006762015033027105
ою,0.0006667109558879356
щи,0.0006595930453268545
кб,0.0006595930453268545
зо,0.0006572204084731607
ги,0.0006572204084731607
вт,0.000654847771619467
вк,0.0006524751347657733
тп,0.0006524751347657733
ьд,0.0006429845873509984
шл,0.0006406119504973047
йи,0.000638239313643611
ют,0.0006334940399362236
чк,0.0006287487662288361
нв,0.0006240034925214487
яз,0.0006192582188140612
ца,0.0006192582188140612
иу,0.0006145129451066738
ау,0.0006026497608382052
тя,0.0005955318502771239
нп,0.0005884139397160428
йв,0.0005860413028623491
юс,0.0005765507554475742
ух,0.0005765507554475742
гу,0.000569432844886493
ыш,0.0005623149343254119
яр,0.0005623149343254119
сч,0.0005599422974717182
мя,0.0005551970237643307
нк,0.000552824386910637
ха,0.0005504517500569433
йч,0.0005480791132032495
йк,0.0005409612026421684
нд,0.0005290980183736998
шк,0.000526725381520006
зя,0.0005243527446663124
ьб,0.0005196074709589249
юд,0.0005196074709589249
мд,0.0005124895603978438
рв,0.00051011692354415
хн,0.00051011692354415
ке,0.0005077442866904563
ды,0.0005053716498367625
ып,0.0005029990129830689
ьз,0.0004982537392756814
мт,0.0004958811024219877
тд,0.00048639055500721283
ея,0.0004840179181535191
ыд,0.0004840179181535191
вв,0.0004816452812998254
уз,0.00047927264444613165
дя,0.00047690000759243795
уо,0.00047690000759243795
еэ,0.0004745273707387442
хв,0.0004745273707387442
шн,0.0004745273707387442
хе,0.0004745273707387442
яб,0.0004721547338850505
тт,0.00046503682332396933
сд,0.00045791891276288814
юб,0.00045791891276288814
яе,0.00045554627590919445
гн,0.00045554627590919445
иж,0.00044605572849441957
оэ,0.00044605572849441957
ец,0.00044605572849441957
зи,0.00044131045478703213
ща,0.0004389378179333384
ыи,0.0004365651810796447
лр,0.0004294472705185635
дс,0.00042470199681117607
ью,0.00042470199681117607
мк,0.00042470199681117607
зг,0.00041995672310378863
лт,0.00041995672310378863
мч,0.00039623035456685143
ыб,0.0003938577177131577
ык,0.000391485080859464
йл,0.000391485080859464
кп,0.000391485080859464
нч,0.00038673980715207655
тб,0.00038673980715207655
хс,0.0003843671702983828
рд,0.0003819945334446891
йм,0.00037962189659099537
вч,0.00037962189659099537
йо,0.00037962189659099537
лж,0.0003772492597373017
дт,0.0003725039860299142
хп,0.0003701313491762205
яа,0.0003701313491762205
ьш,0.0003630134386151393
уе,0.00035589552805405817
ыр,0.0003535228912003644
ях,0.0003535228912003644
дк,0.000348777617492977
юв,0.0003464049806392833
мр,0.00034403234378558954
йр,0.00034403234378558954
рф,0.00034165970693189585
рм,0.00034165970693189585
фи,0.0003392870700782021
иа,0.0003369144332245084
юп,0.0003369144332245084
ию,0.00033454179637081466
ьр,0.00033454179637081466
ыо,0.00033216915951712097
дц,0.0003297965226634272
лд,0.0003274238858097335
ущ,0.00032267861210234604
яу,0.00032267861210234604
тл,0.00032267861210234604
аэ,0.00032030597524865235
зм,0.0003179333383949586
зы,0.0003179333383949586
ьг,0.0003155607015412649
сю,0.0003155607015412649
жу,0.0003155607015412649
бн,0.0003155607015412649
яж,0.00031318806468757116
юи,0.00031318806468757116
рп,0.00031081542783387747
зр,0.0003084427909801837
юч,0.0003084427909801837
мб,0.00030607015412649003
ьа,0.00030607015412649003
ьу,0.0003036975172727963
ыч,0.0003036975172727963
ащ,0.0003036975172727963
зл,0.0003013248804191026
лб,0.0003013248804191026
юн,0.00029895224356540884
нр,0.00029895224356540884
еа,0.00029657960671171515
аа,0.00029657960671171515
ощ,0.0002918343330043277
уй,0.0002918343330043277
вг,0.0002918343330043277
вэ,0.00028946169615063396
лг,0.00028708905929694027
оа,0.00028708905929694027
ьх,0.00028708905929694027
иэ,0.0002847164224432465
яг,0.0002847164224432465
чь,0.0002799711487358591
оф,0.00027759851188216534
рк,0.0002728532381747779
сб,0.0002704806013210842
зк,0.00026810796446739046
рш,0.00026573532761369677
фа,0.00026573532761369677
йш,0.000263362690760003
рж,0.000263362690760003
ху,0.00026099005390630933
яя,0.00026099005390630933
ню,0.0002562447801989219
ьэ,0.0002562447801989219
тм,0.0002562447801989219
нб,0.0002562447801989219
цо,0.0002562447801989219
вя,0.00025387214334522814
мг,0.00025387214334522814
уя,0.00025387214334522814
ею,0.00025149950649153445
сж,0.0002491268696378407
мм,0.0002491268696378407
пы,0.0002491268696378407
кд,0.0002491268696378407
хл,0.000246754232784147
юк,0.000246754232784147
кк,0.00024438159593045326
сы,0.00024438159593045326
сх,0.00024438159593045326
вм,0.00024438159593045326
йб,0.00024200895907675954
бс,0.00024200895907675954
зе,0.00024200895907675954
уа,0.00023963632222306582
шу,0.0002372636853693721
рю,0.00023251841166198466
мз,0.00023251841166198466
шо,0.00023014577480829094
рг,0.00023014577480829094
йг,0.00022777313795459722
ср,0.00022777313795459722
жк,0.0002254005011009035
ге,0.00022302786424720979
кч,0.00022302786424720979
вб,0.00022065522739351607
ыг,0.00022065522739351607
юм,0.00021828259053982235
хд,0.00021828259053982235
ющ,0.00021590995368612863
ьл,0.0002111646799787412
км,0.0002111646799787412
рс,0.0002111646799787412
хт,0.00020879204312504744
юо,0.00020879204312504744
бщ,0.00020641940627135372
лз,0.00020641940627135372
хм,0.00020404676941766
юр,0.00020404676941766
мл,0.00020404676941766
цу,0.00020167413256396628
ъя,0.00019930149571027256
яэ,0.00019930149571027256
хр,0.0001921835851491914
цы,0.00018981094829549768
ыз,0.00018981094829549768
тз,0.00018506567458811024
лм,0.00018269303773441652
ци,0.0001803204008807228
мж,0.0001803204008807228
зб,0.0001803204008807228
гп,0.0001803204008807228
зп,0.00017794776402702908
щу,0.00017794776402702908
пь,0.00017794776402702908
нц,0.00017794776402702908
лл,0.00017557512717333536
дп,0.00017082985346594793
йз,0.00017082985346594793
бк,0.00016608457975856049
вь,0.00016608457975856049
йу,0.00016371194290486674
хк,0.0001589666691974793
чш,0.00015659403234378558
бъ,0.00015422139549009186
зс,0.00014947612178270442
хб,0.00014947612178270442
гс,0.0001471034849290107
оц,0.0001471034849290107
кз,0.0001471034849290107
тж,0.0001471034849290107
ищ,0.0001471034849290107
рб,0.00014473084807531698
ящ,0.00014235821122162326
чр,0.00014235821122162326
ыу,0.00014235821122162326
нз,0.00013998557436792954
кж,0.00013998557436792954
яю,0.00013761293751423582
уу,0.00013761293751423582
тэ,0.0001352403006605421
вх,0.00013286766380684838
зт,0.00012812239009946094
фу,0.00012574975324576722
нг,0.00012574975324576722
нм,0.00012574975324576722
гв,0.0001233771163920735
фо,0.00012100447953837977
фь,0.00012100447953837977
сш,0.00012100447953837977
дм,0.00011863184268468605
пн,0.00011863184268468605
яй,0.00011625920583099233
лэ,0.00011625920583099233
мэ,0.00011625920583099233
ьц,0.00011388656897729861
йа,0.00011388656897729861
хч,0.00011388656897729861
жо,0.00011388656897729861
рч,0.00011151393212360489
зь,0.00011151393212360489
гк,0.00011151393212360489
тг,0.00010914129526991117
чо,0.00010914129526991117
йе,0.00010914129526991117
нщ,0.00010676865841621745
сг,0.00010676865841621745
уэ,0.00010439602156252372
бэ,0.00010439602156252372
кг,0.00010439602156252372
ыэ,0.00010202338470883
кэ,0.00010202338470883
юз,9.965074785513628e-05
тц,9.727811100144256e-05
йж,9.727811100144256e-05
яц,9.727811100144256e-05
ьж,9.727811100144256e-05
юу,9.490547414774884e-05
фр,9.490547414774884e-05
тю,9.253283729405512e-05
сё,9.253283729405512e-05
кя,9.01602004403614e-05
бв,9.01602004403614e-05
мх,9.01602004403614e-05
сз,9.01602004403614e-05
юа,8.778756358666768e-05
дч,8.778756358666768e-05
гм,8.778756358666768e-05
рл,8.541492673297396e-05
мь,8.541492673297396e-05
дд,8.541492673297396e-05
кх,8.541492673297396e-05
юж,8.541492673297396e-05
юш,8.304228987928024e-05
рз,8.304228987928024e-05
пт,8.066965302558651e-05
йэ,8.066965302558651e-05
хз,8.066965302558651e-05
аф,8.066965302558651e-05
ац,7.829701617189279e-05
дш,7.592437931819907e-05
хг,7.592437931819907e-05
ыж,7.592437931819907e-05
юя,7.592437931819907e-05
иф,7.592437931819907e-05
нл,7.592437931819907e-05
сц,7.355174246450535e-05
йя,7.355174246450535e-05
цп,7.355174246450535e-05
чп,7.355174246450535e-05
юг,7.355174246450535e-05
пк,7.355174246450535e-05
зз,7.117910561081163e-05
яш,7.117910561081163e-05
гз,6.880646875711791e-05
сэ,6.880646875711791e-05
мф,6.880646875711791e-05
юл,6.880646875711791e-05
дб,6.643383190342419e-05
хэ,6.643383190342419e-05
дх,6.643383190342419e-05
йх,6.643383190342419e-05
рх,6.643383190342419e-05
ыа,6.406119504973047e-05
тх,6.406119504973047e-05
нэ,6.406119504973047e-05
чв,6.406119504973047e-05
жс,6.406119504973047e-05
жв,6.168855819603675e-05
жь,6.168855819603675e-05
зч,6.168855819603675e-05
гч,6.168855819603675e-05
еф,6.168855819603675e-05
зж,5.9315921342343026e-05
жб,5.9315921342343026e-05
бм,5.6943284488649306e-05
бь,5.4570647634955587e-05
жт,5.219801078126186e-05
цв,5.219801078126186e-05
дз,5.219801078126186e-05
юю,5.219801078126186e-05
йц,5.219801078126186e-05
нх,5.219801078126186e-05
мш,5.219801078126186e-05
юэ,4.982537392756814e-05
щн,4.982537392756814e-05
бч,4.982537392756814e-05
эх,4.982537392756814e-05
юе,4.982537392756814e-05
ьщ,4.745273707387442e-05
щь,4.745273707387442e-05
нф,4.745273707387442e-05
ыя,4.745273707387442e-05
гт,4.50801002201807e-05
шт,4.50801002201807e-05
ъе,4.50801002201807e-05
хя,4.50801002201807e-05
зъ,4.50801002201807e-05
ьф,4.50801002201807e-05
жэ,4.50801002201807e-05
бх,4.270746336648698e-05
кш,4.270746336648698e-05
пп,4.270746336648698e-05
уф,4.0334826512793255e-05
эк,4.0334826512793255e-05
йф,4.0334826512793255e-05
вж,4.0334826512793255e-05
пс,4.0334826512793255e-05
цт,4.0334826512793255e-05
бт,4.0334826512793255e-05
жл,3.7962189659099535e-05
лх,3.7962189659099535e-05
фы,3.7962189659099535e-05
яф,3.5589552805405816e-05
фе,3.5589552805405816e-05
вц,3.5589552805405816e-05
хж,3.5589552805405816e-05
рр,3.5589552805405816e-05
жя,3.3216915951712096e-05
тш,3.3216915951712096e-05
хш,3.3216915951712096e-05
жп,3.0844279098018376e-05
цс,3.0844279098018376e-05
нш,3.0844279098018376e-05
юх,3.0844279098018376e-05
лф,3.0844279098018376e-05
жм,2.8471642244324653e-05
цк,2.8471642244324653e-05
лш,2.8471642244324653e-05
чс,2.609900539063093e-05
чд,2.609900539063093e-05
жч,2.609900539063093e-05
чл,2.372636853693721e-05
гг,2.372636853693721e-05
юф,2.372636853693721e-05
рц,2.372636853693721e-05
тщ,2.372636853693721e-05
цн,2.372636853693721e-05
дж,2.372636853693721e-05
гб,2.372636853693721e-05
цч,2.135373168324349e-05
эн,2.135373168324349e-05
фт,2.135373168324349e-05
чм,2.135373168324349e-05
съ,1.8981094829549768e-05
зэ,1.8981094829549768e-05
мц,1.8981094829549768e-05
бш,1.8981094829549768e-05
шв,1.8981094829549768e-05
тф,1.8981094829549768e-05
бд,1.8981094829549768e-05
пч,1.8981094829549768e-05
жг,1.8981094829549768e-05
рщ,1.8981094829549768e-05
бп,1.6608457975856048e-05
ээ,1.6608457975856048e-05
чч,1.6608457975856048e-05
дг,1.6608457975856048e-05
зц,1.6608457975856048e-05
жж,1.6608457975856048e-05
зш,1.6608457975856048e-05
дэ,1.6608457975856048e-05
хх,1.4235821122162327e-05
гэ,1.4235821122162327e-05
ця,1.4235821122162327e-05
жр,1.4235821122162327e-05
вф,1.4235821122162327e-05
фф,1.4235821122162327e-05
нж,1.4235821122162327e-05
тъ,1.4235821122162327e-05
эс,1.1863184268468605e-05
чя,1.1863184268468605e-05
юц,1.1863184268468605e-05
сф,1.1863184268468605e-05
кф,1.1863184268468605e-05
дю,1.1863184268468605e-05
шп,1.1863184268468605e-05
цб,1.1863184268468605e-05
цз,1.1863184268468605e-05
кц,1.1863184268468605e-05
ыщ,9.490547414774884e-06
ёд,9.490547414774884e-06
фп,9.490547414774884e-06
эф,9.490547414774884e-06
эг,9.490547414774884e-06
цр,9.490547414774884e-06
шм,9.490547414774884e-06
чб,9.490547414774884e-06
цд,9.490547414774884e-06
чх,9.490547414774884e-06
чг,9.490547414774884e-06
пц,9.490547414774884e-06
уц,9.490547414774884e-06
эй,9.490547414774884e-06
бз,9.490547414774884e-06
ёв,9.490547414774884e-06
фл,9.490547414774884e-06
вю,9.490547414774884e-06
цэ,7.117910561081163e-06
фм,7.117910561081163e-06
эп,7.117910561081163e-06
шд,7.117910561081163e-06
рэ,7.117910561081163e-06
цг,7.117910561081163e-06
мю,7.117910561081163e-06
вщ,7.117910561081163e-06
жз,7.117910561081163e-06
лц,7.117910561081163e-06
бб,7.117910561081163e-06
пш,7.117910561081163e-06
эв,7.117910561081163e-06
хф,7.117910561081163e-06
ёп,7.117910561081163e-06
цм,7.117910561081163e-06
эд,7.117910561081163e-06
гя,7.117910561081163e-06
шс,7.117910561081163e-06
нё,4.745273707387442e-06
эл,4.745273707387442e-06
бю,4.745273707387442e-06
эч,4.745273707387442e-06
ёх,4.745273707387442e-06
шя,4.745273707387442e-06
бж,4.745273707387442e-06
цф,4.745273707387442e-06
ёс,4.745273707387442e-06
ыц,4.745273707387442e-06
гх,4.745273707387442e-06
зю,4.745273707387442e-06
въ,4.745273707387442e-06
пб,4.745273707387442e-06
хц,4.745273707387442e-06
сщ,4.745273707387442e-06
ёо,4.745273707387442e-06
йю,4.745273707387442e-06
пд,4.745273707387442e-06
ён,4.745273707387442e-06
чз,4.745273707387442e-06
кщ,4.745273707387442e-06
гж,4.745273707387442e-06
зф,4.745273707387442e-06
фк,4.745273707387442e-06
пз,2.372636853693721e-06
дф,2.372636853693721e-06
вй,2.372636853693721e-06
кю,2.372636853693721e-06
хщ,2.372636853693721e-06
зщ,2.372636853693721e-06
бц,2.372636853693721e-06
гф,2.372636853693721e-06
шц,2.372636853693721e-06
ёе,2.372636853693721e-06
чэ,2.372636853693721e-06
ём,2.372636853693721e-06
фв,2.372636853693721e-06
ёз,2.372636853693721e-06
пв,2.372636853693721e-06
цх,2.372636853693721e-06
зх,2.372636853693721e-06
щр,2.372636853693721e-06
шч,2.372636853693721e-06
ёт,2.372636853693721e-06
шз,2.372636853693721e-06
шб,2.372636853693721e-06
дщ,2.372636853693721e-06
фб,2.372636853693721e-06
ыф,2.372636853693721e-06
жц,2.372636853693721e-06
шг,2.372636853693721e-06
кй,2.372636853693721e-06
цш,2.372636853693721e-06
цж,2.372636853693721e-06
ъа,2.372636853693721e-06
шр,2.372636853693721e-06
йщ,2.372636853693721e-06
гю,2.372636853693721e-06
ёр,2.372636853693721e-06
эм,2.372636853693721e-06
шф,2.372636853693721e-06
